Pubchem_CID,Inchikey,Targets ,Canonical_smiles,
106,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,TNPO3,P(OCC(N)C(O)=O)(O)(O)=O,
106,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,TOPBP1,P(OCC(N)C(O)=O)(O)(O)=O,
106,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,TP53BP1,P(OCC(N)C(O)=O)(O)(O)=O,
106,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,TYMS,P(OCC(N)C(O)=O)(O)(O)=O,
106,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,U2AF2,P(OCC(N)C(O)=O)(O)(O)=O,
106,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,YAP1,P(OCC(N)C(O)=O)(O)(O)=O,
106,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,YWHAE,P(OCC(N)C(O)=O)(O)(O)=O,
106,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,YWHAG,P(OCC(N)C(O)=O)(O)(O)=O,
106,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,YWHAH,P(OCC(N)C(O)=O)(O)(O)=O,
106,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,YWHAQ,P(OCC(N)C(O)=O)(O)(O)=O,
106,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,YWHAZ,P(OCC(N)C(O)=O)(O)(O)=O,
107,XMIIGOLPHOKFCH-UHFFFAOYSA-N,EPX,OC(=O)CCc1ccccc1,
107,XMIIGOLPHOKFCH-UHFFFAOYSA-N,LPO,OC(=O)CCc1ccccc1,
107,XMIIGOLPHOKFCH-UHFFFAOYSA-N,MPO,OC(=O)CCc1ccccc1,
107,XMIIGOLPHOKFCH-UHFFFAOYSA-N,PLK1,OC(=O)CCc1ccccc1,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,BCL2A1,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,CBLC,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,CDC25B,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,CDK2,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,CRYBB1,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,CSNK1G2,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,CTSB,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,CTSL,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,ESD,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,ETHE1,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,FABP4,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,GAPDH,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,GAPDHS,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,GFER,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,GSR,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,ISG15,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,LMNA,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,NUDC,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,OXSM,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,PALB2,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,PAPOLA,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,PAPOLB,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,PAPOLG,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,PARK7,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,PRDX2,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,PRDX4,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,PRDX6,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,PREP,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,PTPN1,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,RANGAP1,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,SENP1,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,SENP2,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,SERPINA1,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,SLIT2,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,SRXN1,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,SUMO1,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,SUMO2,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,TNFAIP3,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,TTR,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,TYMS,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,UBE2I,S(O)(=O)CC(N)C(O)=O,
109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,UMPS,S(O)(=O)CC(N)C(O)=O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,BLM,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GABBR1,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GABBR2,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GABRA1,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GABRA2,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GABRA3,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GABRA5,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GABRA6,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GABRB3,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GABRG2,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GABRR1,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GABRR3,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GAD1,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GAD2,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,GATM,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,IL6,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,KMT2A,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,LMNA,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,LRRC16A,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,LTF,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,RLTPR,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,SLC6A1,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,SLC6A11,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,TF,NCCCC(=O)O,
119,BTCSSZJGUNDROE-UHFFFAOYSA-N,VCP,NCCCC(=O)O,
125,BVJSUAQZOZWCKN-UHFFFAOYSA-N,VEGFA,Oc1ccc(cc1)CO,
125,BVJSUAQZOZWCKN-UHFFFAOYSA-N,CASP3,Oc1ccc(cc1)CO,
125,BVJSUAQZOZWCKN-UHFFFAOYSA-N,MMP9,Oc1ccc(cc1)CO,
125,BVJSUAQZOZWCKN-UHFFFAOYSA-N,NOS2,Oc1ccc(cc1)CO,
127,XQXPVVBIMDBYFF-UHFFFAOYSA-N,CA5A,OC(=O)Cc1ccc(cc1)O,
127,XQXPVVBIMDBYFF-UHFFFAOYSA-N,CA5B,OC(=O)Cc1ccc(cc1)O,
134,JHPNVNIEXXLNTR-UHFFFAOYSA-O,BBOX1,OC(=O)CCC[N+](C)(C)C,
135,FJKROLUGYXJWQN-UHFFFAOYSA-N,EGFR,Oc1ccc(cc1)C(=O)O,
135,FJKROLUGYXJWQN-UHFFFAOYSA-N,CA1,Oc1ccc(cc1)C(=O)O,
135,FJKROLUGYXJWQN-UHFFFAOYSA-N,CA12,Oc1ccc(cc1)C(=O)O,
135,FJKROLUGYXJWQN-UHFFFAOYSA-N,CA14,Oc1ccc(cc1)C(=O)O,
135,FJKROLUGYXJWQN-UHFFFAOYSA-N,CA2,Oc1ccc(cc1)C(=O)O,
135,FJKROLUGYXJWQN-UHFFFAOYSA-N,CA3,Oc1ccc(cc1)C(=O)O,
135,FJKROLUGYXJWQN-UHFFFAOYSA-N,CA4,Oc1ccc(cc1)C(=O)O,
135,FJKROLUGYXJWQN-UHFFFAOYSA-N,CA5A,Oc1ccc(cc1)C(=O)O,
135,FJKROLUGYXJWQN-UHFFFAOYSA-N,CA5B,Oc1ccc(cc1)C(=O)O,
135,FJKROLUGYXJWQN-UHFFFAOYSA-N,CA6,Oc1ccc(cc1)C(=O)O,
135,FJKROLUGYXJWQN-UHFFFAOYSA-N,CA7,Oc1ccc(cc1)C(=O)O,
135,FJKROLUGYXJWQN-UHFFFAOYSA-N,CA9,Oc1ccc(cc1)C(=O)O,
138,JJMDCOVWQOJGCB-UHFFFAOYSA-N,ALAD,NCCCCC(=O)O,
138,JJMDCOVWQOJGCB-UHFFFAOYSA-N,CYP2D6,NCCCCC(=O)O,
138,JJMDCOVWQOJGCB-UHFFFAOYSA-N,GATM,NCCCCC(=O)O,
138,JJMDCOVWQOJGCB-UHFFFAOYSA-N,NFKB1,NCCCCC(=O)O,
143,VVIAGPKUTFNRDU-UHFFFAOYSA-N,DHFR,O=CN1C(CNc2ccc(cc2)C(=O)NC(C(=O)O)CCC(=O)O)CNc2c1c(O)nc(n2)N,
143,VVIAGPKUTFNRDU-UHFFFAOYSA-N,FTCD,O=CN1C(CNc2ccc(cc2)C(=O)NC(C(=O)O)CCC(=O)O)CNc2c1c(O)nc(n2)N,
146,ZNOVTXRBGFNYRX-UHFFFAOYSA-N,AMT,O=C1N=C(NC=2NCC(N(C1=2)C)CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)N,
146,ZNOVTXRBGFNYRX-UHFFFAOYSA-N,GNMT,O=C1N=C(NC=2NCC(N(C1=2)C)CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)N,
146,ZNOVTXRBGFNYRX-UHFFFAOYSA-N,MTR,O=C1N=C(NC=2NCC(N(C1=2)C)CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)N,
149,WUUGFSXJNOTRMR-UHFFFAOYSA-N,FBL,S(CC1OC(n2c3ncnc(N)c3nc2)C(O)C1O)C,
149,WUUGFSXJNOTRMR-UHFFFAOYSA-N,MTAP,S(CC1OC(n2c3ncnc(N)c3nc2)C(O)C1O)C,
149,WUUGFSXJNOTRMR-UHFFFAOYSA-N,SMS,S(CC1OC(n2c3ncnc(N)c3nc2)C(O)C1O)C,
149,WUUGFSXJNOTRMR-UHFFFAOYSA-N,SRM,S(CC1OC(n2c3ncnc(N)c3nc2)C(O)C1O)C,
152,OBQMLSFOUZUIOB-UHFFFAOYSA-N,GART,P(OCC1OC(NC(=O)CN)C(O)C1O)(O)(O)=O,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AKT1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BCL9,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BRCA2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BUB1B,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CBLB,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CHEK1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,EGFR,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,FGFR1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,IL6ST,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,KRAS,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,NOTCH1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,PARP1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,PIM1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,PMS1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,SYK,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,TAF1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,TP53,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,TTK,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACAA1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACACB,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACAD8,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACADS,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACADSB,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACADVL,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACHE,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACO1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACTA1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACTA2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACTC1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACVR1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ACVR2A,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ADAMTS5,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ADCY10,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ADH4,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ADIPOQ,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AFMID,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AGT,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AGXT,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AIFM1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AIM2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AK2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AKAP13,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AKR1A1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AKR1C2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AKR1C3,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AKR1D1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AKT2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ALB,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ALDH2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ALK,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AMPH,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ANG,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ANLN,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AP1G2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,APBB1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,APBB1IP,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,APLP2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,APOM,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,APP,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ARF1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ARF3,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ARHGAP21,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ARNT,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ARR3,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ARRB1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ARRB2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ASB9,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ASPH,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ASTL,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ATAD2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ATG4A,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ATP5A1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ATP5B,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ATP5C1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ATP5D,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ATP5E,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,ATXN7L3,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,AURKA,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,B2M,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,B4GALT1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,B4GALT2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BAIAP2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BARD1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BAX,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BAZ2A,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BAZ2B,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BBOX1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BCAR1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BCHE,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BCL2L1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BLM,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BMPR2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BRD1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BRD2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BRD3,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BRD4,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BROX,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BRPF1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BTBD6,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,BTG2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CA12,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CA13,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CALM1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CAMK1G,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CAMK2D,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CAMK2G,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CASP8,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CAT,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CBS,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CBX7,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CCNC,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CCNK,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CCNT2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CD1D,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CD200,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CD200R1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CD2AP,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CD4,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CD81,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDC42BPA,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDC42BPB,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDC42BPG,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDH1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDH23,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDH3,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDK12,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDK2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDK8,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDKL2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDKL3,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDKL5,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CDO1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CECR1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CFH,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CFHR1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CFHR2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CHAT,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CHD1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CHEK2,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CHIT1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CLEC4A,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CLEC4C,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CLK3,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CLPP,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CLTC,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,COL9A1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,COPS4,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CPTP,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CRAT,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CREBBP,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CRY1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CRYBB3,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CSNK1D,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CSNK1G3,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CSNK2A1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CTH,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CTLA4,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CTNNB1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CTNNBL1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CTSB,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CUL3,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CUL4B,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CUL5,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CYB5A,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,CYP2A6,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DAPK1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DAPK3,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DCLRE1A,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DCLRE1B,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DCPS,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DDI1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DDR1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DDX58,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DERA,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DHFR,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DHFRL1,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DHODH,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DHRS4,OCCO,
174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,DIXDC1,OCCO,
